annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2023-2024,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,5437,131,5257,14.212243782,5025,2.1266691542,2861,58,2704,3.813668492,2452,2.149383723,2576,1105,301,25.761282566,2573,2.1050227793,73,2553
2023-2024,12,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,34590,7937,2462,15.537649931,28704,2.5458716555,21422,2244,338,6.8974770874,15592,3.2379364774,13168,5436,2630,29.593678383,13112,1.7229098875,5693,2124
2023-2024,12,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,83046,15898,4541,11.279310108,71189,2.5682792597,29932,1955,467,4.0980270465,19554,3.0734098877,53114,9010,2702,15.326268812,51635,2.376987998,13943,4074
2023-2024,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,39141,6945,2420,9.8193741856,33724,2.2454900236,25614,2132,913,4.4660852789,20228,2.8634414892,13527,4731,646,19.956074271,13496,1.3192954291,4813,1507
2023-2024,12,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,35193,5051,5284,13.417013208,29287,2.318307848,20870,1122,2016,5.8924311878,15012,3.2624178435,14323,5478,1655,24.381058922,14275,1.3254546604,3929,3268
2023-2024,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,59019,11508,2722,12.902802276,45913,3.3015150696,39975,3624,1154,6.9595035995,26909,4.6165091502,19044,8468,3031,25.37829926,19004,1.4395293973,7884,1568
2023-2024,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,3115,95,3107,24.074136615,3065,0.3575348922,1346,32,1338,4.1392939987,1296,0.4602844222,1769,1089,536,39.242196627,1769,0.2822588091,63,1769
2023-2024,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,27526,4678,886,10.271617996,20366,3.9605831342,19691,1649,389,6.1032219316,12552,5.0638317931,7835,2786,386,20.747672481,7814,2.1883823195,3029,497
2023-2024,12,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,38811,5083,3083,8.0728805407,28515,3.1613164124,28731,1665,1136,5.0892188171,18476,4.0231351182,10080,2458,129,16.577204448,10039,1.5752060021,3418,1947
2023-2024,12,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,18505,5080,489,8.8594338917,17885,1.5739389308,11772,2319,408,3.9975964152,11156,1.8507933947,6733,1666,136,17.359886999,6729,1.1149422896,2761,81
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,8760,937,238,3.9372324962,8236,1.6051244536,8355,867,220,3.820751413,7831,1.6086150485,405,4,0,6.3401941015,405,1.5376310014,70,18
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,9927,1249,378,2.9899087505,8234,1.4462271274,9130,1002,347,2.833182305,7439,1.5303385312,797,5,0,4.7852819601,795,0.6591771488,247,31
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,35485,4645,4042,13.12825993,22097,5.286802042,22517,1623,1086,6.7891440541,9672,6.0084935323,12968,4393,1796,24.135190233,12425,4.7250153141,3022,2956
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,31479,6062,957,13.955703988,20944,4.5149385929,20281,1957,576,6.9732022583,10041,5.2169723301,11198,4092,1917,26.601901307,10903,3.8684082108,4105,381
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,11960,1632,688,7.1259491825,10316,2.4352674379,8463,775,367,3.6158845366,6911,2.5700832409,3497,632,277,15.620566597,3405,2.1616368902,857,321
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,20534,2619,935,9.5600675167,15412,3.7037662211,15073,1073,331,4.349915725,10024,3.9756681187,5461,1824,772,23.940697064,5388,3.1979116143,1546,604
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,10459,1238,276,5.5999523005,9597,2.1702352298,7861,751,159,4.3022091478,7008,2.2136400463,2598,236,44,9.5266493457,2589,2.052745483,487,117
2023-2024,12,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,14618,1224,367,5.6955260448,12070,2.756708598,12788,773,257,4.1015295155,10257,2.8865696327,1830,384,131,16.83433895,1813,2.0220231967,451,110
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,16664,2116,805,6.1880362691,15097,2.385528269,13613,1207,615,4.5384710081,12082,2.5136811648,3051,368,176,13.548092611,3015,1.8719815736,909,190
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,4863,399,249,2.8214410972,4601,1.0137782849,4521,318,201,2.2172090123,4262,1.0408129986,342,34,0,10.808965237,339,0.6738905277,81,48
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,10426,1466,511,4.9843401645,9136,2.78043044,8867,967,363,4.2146790534,7598,2.8591182987,1559,41,2,9.3618803008,1538,2.3916980928,499,148
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,21691,2175,947,4.6238355642,19316,1.840689972,16452,900,718,3.119583097,14138,2.056713035,5239,342,27,9.347630485,5178,1.2508610682,1275,229
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,24143,3165,1268,6.9869231937,18877,3.8141107491,19147,1535,810,5.9156292979,13945,4.3548835903,4996,425,11,11.092620596,4932,2.2851007592,1630,458
2023-2024,12,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,25312,2820,1649,8.2004043207,20568,3.7478268967,20558,1567,1184,6.2535225811,15827,4.271416514,4754,1162,229,16.619418794,4741,1.9999144578,1253,465
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,5374,18,331,5.9629030207,4435,2.1599307904,5066,15,314,5.9681167478,4127,2.2291211668,308,3,0,5.8771473665,308,1.2328246753,3,17
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,10171,1320,481,3.2775462098,8486,1.8136454814,8963,1009,397,2.7463427114,7395,1.9252470889,1208,52,8,7.2189178624,1091,1.0571891231,311,84
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,2861,401,90,2.8794956115,2781,0.923937033,2312,278,75,2.619063341,2237,0.9442919585,549,1,0,3.9762522769,544,0.8402348856,123,15
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,12826,1332,337,3.0915608053,6538,2.3896847065,9106,897,154,1.6036289565,2937,2.5477583891,3720,142,5,6.7337939815,3601,2.2607587399,435,183
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,12747,1128,641,5.2607830165,10962,2.7593093312,11575,853,578,4.2247810175,9801,2.9064745377,1172,210,57,15.492628697,1161,1.5169611925,275,63
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,8502,1202,361,3.7275032999,7637,1.5369686322,7584,855,306,2.9434437632,6736,1.5803046648,918,70,17,10.204962479,901,1.2129824886,347,55
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,20736,3072,1333,9.4817162985,18170,3.3747763254,15334,1360,735,5.2428501478,12778,3.8835705031,5402,1566,714,21.514069789,5392,2.1690322597,1712,598
2023-2024,12,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,19308,2174,1382,9.7583022869,15167,3.920591965,13018,819,596,5.1742993675,9044,4.3151129048,6290,1536,571,19.245512144,6123,3.3378633386,1355,786
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,6068,1096,165,2.0696408299,4723,1.087322441,5624,929,142,1.721382715,4305,1.1099751581,444,21,3,6.4809102853,418,0.8540211324,167,23
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,2012,256,113,3.0159247294,1971,1.3992403743,1975,248,109,2.9816797468,1935,1.4182576802,37,0,0,4.8438663664,36,0.3770601852,8,4
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,12005,2143,464,4.4105914202,11210,1.9092018039,9224,1324,368,3.3540356678,8517,2.0003689679,2781,159,26,7.9149676375,2693,1.6208725296,819,96
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,14488,2525,587,6.1437486771,12946,1.9492969729,12261,1637,447,3.7340822527,10728,2.0970240648,2227,640,175,19.410439305,2218,1.2347720669,888,140
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,12984,2085,461,5.6479289467,11117,1.7105883382,10393,1218,282,3.691902723,8586,1.9451062777,2591,369,73,13.493926841,2531,0.9150249133,867,179
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,12495,2107,558,5.3121304299,11137,2.0694213483,9836,1132,387,3.2225526129,8505,2.2196260043,2659,409,91,13.041760896,2632,1.5840525794,975,171
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,15745,2830,763,8.167466268,14461,2.1795217597,11617,1324,366,4.1334265396,10344,2.4394078156,4128,1254,403,19.520043672,4117,1.526555677,1506,397
2023-2024,12,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,15533,2175,476,4.0391516628,13851,1.5217352137,12667,1400,281,2.8855125962,11012,1.5975729003,2866,167,4,9.1379465186,2839,1.2275736762,775,195
2023-2024,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,41112,3002,528,2.6613175526,31567,2.117165183,40421,2925,519,2.6470891162,30876,2.1485714273,691,0,0,3.4936296028,691,0.7138378357,77,9
2023-2024,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,31069,4773,923,4.3590892762,28598,1.4815342662,24506,2500,520,2.6007495897,22036,1.7167636922,6563,584,59,10.92466483,6562,0.6916050323,2273,403
2023-2024,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,41372,7525,2049,6.7353839688,33396,2.6762835869,29627,3013,987,4.2498535026,21699,3.3823012197,11745,1638,100,13.00518483,11697,1.3665565957,4512,1062
2023-2024,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,36238,5854,1097,5.8295004247,33358,1.7079194979,28717,3159,581,4.0310071851,25845,1.9320615099,7521,1054,70,12.696583307,7513,0.9368626233,2695,516
2023-2024,12,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,70897,13688,4704,8.3521700965,63677,1.606871568,48908,5138,2332,3.7142208727,41697,2.0665098608,21989,5892,1618,18.667910723,21980,0.7349180695,8550,2372
2023-2024,12,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,83289,16125,5246,10.02408507,65184,2.9930271104,52847,4797,1295,5.472088219,34815,3.8171035872,30442,7504,981,17.92630495,30369,2.0483064236,11328,3951
2023-2024,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,65623,11526,4527,10.255960338,52947,2.6694509656,42456,3450,3164,5.7210841616,29914,3.5805420725,23167,6618,1763,18.566604917,23033,1.4861756924,8076,1363
2023-2024,12,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,68651,12724,3933,11.252881305,45026,5.3321434714,45739,4342,1340,6.6245782593,22232,6.5877030482,22912,8148,1006,20.492317102,22794,4.1075404834,8382,2593
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,17996,2365,558,9.1149113846,14658,3.5298906551,14838,1303,359,5.826430973,11515,4.0176374053,3158,1204,464,24.565979259,3143,1.7429342984,1062,199
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,12711,1481,755,6.6325881127,11200,2.8318057788,9937,807,403,4.1705251976,8487,3.0017666235,2774,558,151,15.452169651,2713,2.3001221485,674,352
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,28551,5328,1678,11.663547083,22906,3.9050532248,18457,1981,492,6.3084738551,12914,4.9160044869,10094,3441,892,21.455362674,9992,2.5984654946,3347,1186
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,16198,2295,908,10.17855644,13266,3.6161731955,12011,1132,466,6.4279793523,9135,3.9927508058,4187,1220,420,20.937615768,4131,2.783436214,1163,442
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,46027,9661,2858,12.984350973,32811,3.9147824832,27598,2592,724,7.4200449711,14492,5.7741091445,18429,6501,1538,21.317072066,18319,2.4438854923,7069,2134
2023-2024,12,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,53308,9771,5121,14.638510282,38332,4.5129377326,30418,3016,1333,6.8981720984,15619,6.278540524,22890,8229,3428,24.924469516,22713,3.2987894476,6755,3788
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,69453,12889,5372,10.102834151,38372,5.4009649325,48172,5115,2113,5.9294569978,17113,6.3420274223,21281,7135,578,19.549755076,21259,4.6434315401,7774,3259
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,55641,9478,3222,11.147310287,42552,3.6550388022,37578,3095,978,5.9935325634,24727,4.545176831,18063,5657,2643,21.869153795,17825,2.4202313386,6383,2244
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,42613,8440,2248,9.9121336864,33052,4.4308202899,24025,2937,940,6.3511492658,14756,5.8248369778,18588,3710,661,14.514707966,18296,3.306524802,5503,1308
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,53299,11432,3180,13.358112697,38494,5.0410689905,25820,3578,956,6.7471569735,11303,6.7852412585,27479,7353,2645,19.569942704,27191,4.3160357389,7854,2224
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,34522,5477,1709,8.1968249313,29508,2.4579430437,23797,2168,581,4.1380476297,18866,2.7593935887,10725,2910,566,17.202580031,10642,1.9235354152,3309,1128
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,33998,7565,2134,18.63222804,26449,2.4632665171,20503,2154,477,10.552409674,12955,3.9564745487,13495,6571,2985,30.907923922,13494,1.0297027074,5411,1657
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,19894,2153,360,6.4447887694,16717,3.2818568756,16877,1290,277,4.41542023,13721,3.1607929654,3017,761,172,17.797010459,2996,3.8363021065,863,83
2023-2024,12,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,37066,7510,2867,13.244615835,29436,2.4841474442,23919,2305,1664,4.8443604457,16408,3.3167026078,13147,4952,2608,28.527624025,13028,1.4355931669,5205,1203
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,20978,4208,1002,5.091600857,17417,2.2820990348,15253,1768,574,3.355952472,11733,2.5788635331,5725,178,0,9.7158532266,5684,1.6695132047,2440,428
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,11622,1624,306,3.2553681954,10599,1.5773709522,10043,1051,229,2.624101945,9043,1.6746114244,1579,14,1,7.2704454296,1556,1.0122388246,573,77
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,12229,1421,416,1.824611897,11459,1.007740689,11591,1233,389,1.5419648865,10824,1.015952051,638,20,0,6.9596612679,635,0.8677725284,188,27
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,14656,2343,456,4.9380243776,12728,1.8410170272,10367,1085,280,3.6189965757,8586,2.1913753332,4289,269,44,8.1262643455,4142,1.1147552176,1258,176
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,16718,2924,645,5.1625399603,15054,2.4517622854,12417,1417,365,4.1182740732,10858,2.7486483085,4301,289,26,8.1773387326,4196,1.6835095594,1507,280
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,13522,2341,371,3.7294891453,12142,1.6122375272,10641,1275,186,2.5709416408,9278,1.8186216797,2881,61,1,8.0085950094,2864,0.9436508768,1066,185
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,17104,3035,487,4.6430926164,15543,2.1761441914,13519,1610,257,3.4919107059,12004,2.370081894,3585,133,3,8.984188362,3539,1.5183232866,1425,230
2024-2025,12,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,29385,5518,1581,6.8083388445,23287,2.7176521712,20818,2364,901,4.6412232203,14790,3.2729452145,8567,1061,139,12.074477874,8497,1.7511011403,3154,680
2024-2025,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,35043,5469,1343,4.910881861,27962,2.9323464484,27288,3018,662,3.8899426895,20381,3.1976681032,7755,138,1,8.5033239129,7581,2.2190473259,2451,681
2024-2025,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,50583,8428,3074,8.032853429,44082,2.8734274887,28343,2476,887,4.4421491981,22062,3.8423046415,22240,3120,215,12.608902441,22020,1.9027023413,5952,2187
2024-2025,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,21357,3443,715,5.006035713,19101,2.3235381946,18026,2257,436,3.5933810268,15794,2.5052291834,3331,430,109,12.650741019,3307,1.4557947788,1186,279
2024-2025,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,18553,2531,567,5.5844540416,16545,2.7748793358,14063,1094,327,4.1912995884,12100,3.0666633379,4490,153,2,9.9479130784,4445,1.9805966754,1437,240
2024-2025,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,24552,3450,1363,5.780666816,21898,2.6347650978,17165,1457,475,3.906548597,14668,2.8817166053,7387,542,32,10.13551171,7230,2.1337575304,1993,888
2024-2025,12,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,25767,4919,1352,7.4864382414,20328,3.7957377891,16149,1672,522,4.7434777179,11022,4.1636991673,9618,865,19,12.091976762,9306,3.3599253767,3247,830
2024-2025,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,72489,6839,6789,8.2099557059,58180,2.4727961117,41270,1358,2366,5.1261306976,27175,3.6081187264,31219,3608,627,12.286622418,31005,1.4777181548,5481,4423
2024-2025,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,61359,10955,7413,9.9187899629,54837,1.8174790997,33965,3367,1966,4.2550002862,27668,2.3148139447,27394,6570,1095,16.941153122,27169,1.3110099439,7588,5447
2024-2025,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,34848,8115,1017,7.7465730936,28720,2.1362554163,24534,3219,366,3.9228604522,18443,2.5588289294,10314,2716,349,16.842071052,10277,1.3779092742,4896,651
2024-2025,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,39143,10212,1278,11.108837077,32232,2.4548755895,22141,2699,615,5.149213124,15280,3.5223334788,17002,5358,599,18.869808372,16952,1.4927025982,7513,663
2024-2025,12,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,21979,4902,973,7.2872356694,19464,1.8960696671,11865,1104,421,3.5649933277,9479,2.2119367667,10114,875,15,11.653896277,9985,1.5962094531,3798,552
2024-2025,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,41362,2874,603,3.016911517,28952,1.8017719367,38099,2501,538,2.8945420192,25734,1.9060338031,3263,0,0,4.4457057241,3218,0.9680010013,373,65
2024-2025,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,13086,2255,402,5.6471867942,10165,2.5019512215,10516,1320,193,3.5962213664,7627,2.7921084087,2570,383,65,14.039386187,2538,1.6299934331,935,209
2024-2025,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,17950,2285,349,2.9549322965,14895,1.5467102682,15124,1335,231,2.3145295373,12107,1.7425868873,2826,71,9,6.3821974522,2788,0.6961083214,950,118
2024-2025,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,19254,2804,386,4.6661371519,15190,2.2022896094,15178,1439,228,3.5764905528,11200,2.5571863591,4076,208,34,8.7237073383,3990,1.2060882066,1365,158
2024-2025,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,15939,1881,243,4.3728967557,12220,2.2423589516,13332,1095,159,3.4701916025,9669,2.4843581434,2607,124,16,8.9892623492,2551,1.3251146609,786,84
2024-2025,12,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,14408,2505,396,5.0165953328,11982,1.8360420028,11909,1637,224,3.3129477706,9491,2.0933894684,2499,340,59,13.135338358,2491,0.8555181988,868,172
